



"Microwave Link Report"
"Save Time:04/11/2025 23:26:42"
"User Name:admin"
"Data Source:NE"

"Total 557 Records"

"Link Name","Source Physical Location","Source NE Name","Source NE ID","Source Board","Source Port","Sink Physical Location","Sink NE Name","Sink NE ID","Sink Board","Sink Port","Level","Up and down Rate Ratio(TX:RX)","Source Protect Type","Sink Protect Type","Source Protection Group ID","Sink Protection Group ID","Source Protect Unit Type","Sink Protect Unit Type","Source Revertive Mode","Sink Revertive Mode","Source Protection Group Active Work Unit","Sink Protection Group Active Work Unit","Source XPIC Group ID","Sink XPIC Group ID","Source XPIC Group Capacity (Mbit/s)","Sink XPIC Group Capacity (Mbit/s)","Source XPIC Polarization Direction","Sink XPIC Polarization Direction","Source XPIC Adjoin NEID","Sink XPIC Adjoin NEID","Source XPIC Adjoin LinkID","Sink XPIC Adjoin LinkID","Source Frequency(GHz)","Sink Frequency(GHz)","Source ODU Frequency Range(MHz)","Sink ODU Frequency Range(MHz)","Source Equipment Information","Sink Equipment Information","Source Station Type","Sink Station Type","Source NE Frequency (MHz)","Sink NE Frequency (MHz)","Source NE Radio Work Mode","Sink NE Radio Work Mode","Source NE Preset Value of Transmit Power","Sink NE Preset Value of Transmit Power","Source NE Current Value of Transmit Power","Sink NE Current Value of Transmit Power","Source NE Preset Value of Receive Power","Sink NE Preset Value of Receive Power","Source NE Current Value of Receive Power","Sink NE Current Value of Receive Power","Source NE Max Value of Transmit Power of 24-Hour PM","Sink NE Max Value of Transmit Power of 24-Hour PM","Source NE Min Value of Transmit Power of 24-Hour PM","Sink NE Min Value of Transmit Power of 24-Hour PM","Source NE Max Value of Receive Power of 24-Hour PM","Sink NE Max Value of Receive Power of 24-Hour PM","Source NE Min Value of Receive Power of 24-Hour PM","Sink NE Min Value of Receive Power of 24-Hour PM","Source NE Guaranteed E1 Capacity","Sink NE Guaranteed E1 Capacity","Source NE Occupied E1 Capacity","Sink NE Occupied E1 Capacity","Source NE E1 Capacity Usage (%)","Sink NE E1 Capacity Usage (%)","Source NE Ethernet Capacity (Mbit/s)","Sink NE Ethernet Capacity (Mbit/s)","Source NE Max. Ethernet Throughput (kbps)","Sink NE Max. Ethernet Throughput (kbps)","Source NE Min. Ethernet Throughput (kbps)","Sink NE Min. Ethernet Throughput (kbps)","Source NE Average Ethernet Throughput (kbps)","Sink NE Average Ethernet Throughput (kbps)","Source NE ATPC Enable Status","Sink NE ATPC Enable Status","Source NE ATPC Upper Threshold","Sink NE ATPC Upper Threshold","Source NE ATPC Lower Threshold","Sink NE ATPC Lower Threshold","Source NE ATPC Automatic Threshold Enable Status","Sink NE ATPC Automatic Threshold Enable Status","Source NE ATPC Upper Automatic Threshold","Sink NE ATPC Upper Automatic Threshold","Source NE ATPC Lower Automatic Threshold","Sink NE ATPC Lower Automatic Threshold","Source NE AM Status","Sink NE AM Status","Source AM Full Capacity Modulation Format","Sink AM Full Capacity Modulation Format","Source AM Guaranteed Capacity Modulation Format","Sink AM Guaranteed Capacity Modulation Format","Highest-Order AM Scheme for Source NE","Highest-Order AM Scheme for Sink NE","Lowest-Order AM Scheme for Source NE","Lowest-Order AM Scheme for Sink NE","Link ID","Site Distance","Source PLA ID","Sink PLA ID","Source PLA Type","Sink PLA Type","Source PLA Port Type","Sink PLA Port Type"
l-6,,6310-RTN39222417_YAYLADAG_VIP2,48-22417,6-ISV3,1(RTNIF-1),,6320-RTN392139_ZEYTINLIK_VIP2,48-139,6-ISV3,1(RTNIF-1),Hybrid(182Mbit/s),-,None,None,-,-,-,-,-,-,-,-,2,2,364,364,H,H,-,-,-,-,7,7,"[7484.000,7568.000]","[7729.000,7813.000]",XMC-2,XMC-2,TX low,TX high,7526.000,7771.000,"5E1,28MHz,256QAM","5E1,28MHz,256QAM",25.00,25.00,23.00,22.90,-10.00,-10.00,-43.00,-43.40,23.00,23.00,22.90,22.80,-41.40,-42.20,-43.80,-44.30,5,5,0,0,0.00,0.00,170.713,170.713,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,390,-,2,2,PLA,PLA,Slave,Slave
l-1,,1642-RTN392338_HASPOLAT_SANAYI,48-338,1-IFU2,1(RTNIF-1),,1128-RTN392312_DEGIRMENLIK_KULE,48-312,3-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-2,XMC-2,TX high,TX low,23380.000,22372.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",21.00,21.00,17.40,17.40,-10.00,-10.00,-41.00,-41.50,17.50,17.50,17.40,17.40,-39.40,-39.80,-55.10,-56.70,0,0,0,0,-,-,362.243,362.243,146912,318372,0,26,11708,101184,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,393,-,/,/,/,/,/,/
l-2,,1642-RTN392338_HASPOLAT_SANAYI,48-338,3-ISX2,1(RTNIF-1),,1638-RTN392400_TUFEKCI,48-400,3-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19710.000]","[18180.000,18700.000]",XMC-2,XMC-2,TX high,TX low,19315.000,18305.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",21.00,21.00,16.40,16.50,-10.00,-10.00,-34.40,-34.30,16.50,16.50,16.40,16.40,-33.40,-33.30,-44.60,-45.40,0,0,0,0,-,-,362.092,362.092,136707,332168,0,0,6039,40538,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,394,-,/,/,/,/,/,/
l-2,,4679-RTN392523_NAZ_APARTMANI,48-523,3-ISV3,1(RTNIF-1),,1205-RTN392264_ORTAKOY,48-264,4-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23282.000,23618.000]","[22274.000,22610.000]",XMC-2,XMC-2,TX high,TX low,23436.000,22428.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,7.40,9.50,-10.00,-10.00,-36.50,-37.60,11.60,11.50,7.40,9.40,-35.40,-35.40,-39.90,-39.70,0,0,0,0,-,-,499.815,499.815,219179,133216,0,0,42014,6146,Enabled,Enabled,-30.00,-30.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,408,-,/,/,/,/,/,/
l-3,,1607-RTN392212_KANTARA,48-212,4-ISV3,1(RTNIF-1),,1614-RTN392528_ZIYAMET_VIP2,48-528,3-ISV3,1(RTNIF-1),Hybrid(364Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,1,728,728,V,V,-,-,-,-,7,7,"[7128.000,7184.000]","[7282.000,7338.000]",XMC-2,XMC-2,TX low,TX high,7156.000,7310.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",22.00,22.00,20.00,19.90,-10.00,-10.00,-45.70,-47.10,20.00,20.00,19.90,19.90,-44.10,-45.80,-48.40,-47.70,1,1,0,1,0.00,100.00,361.384,361.384,720261,728636,0,0,6440,10443,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,409,-,3,3,PLA,PLA,Master,Master
l-4,,1607-RTN392212_KANTARA,48-212,6-ISV3,1(RTNIF-1),,1614-RTN392528_ZIYAMET_VIP2,48-528,5-ISV3,1(RTNIF-1),Hybrid(364Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,1,728,728,H,H,-,-,-,-,7,7,"[7128.000,7184.000]","[7282.000,7338.000]",XMC-2,XMC-2,TX low,TX high,7156.000,7310.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",22.00,22.00,20.00,19.90,-10.00,-10.00,-45.50,-47.80,20.00,20.00,19.90,19.90,-44.00,-46.50,-48.00,-48.30,1,1,0,0,0.00,0.00,361.384,361.384,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,410,-,3,3,PLA,PLA,Slave,Slave
l-5,,6324-RTN392114_LEFKOSA_TD_VIP2,48-114,4-ISV3,1(RTNIF-1),,1632-RTN392337_ARABACIOGLU_VIP2,48-337,3-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,V,V,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15173.000,14753.000,"0E1,56MHz,1024QAMLight","0E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-35.30,-35.50,19.00,/,18.90,/,-34.50,/,-41.50,/,0,0,0,0,-,-,452.245,452.245,215001,692901,0,0,27738,111972,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,411,-,1,1,/,PLA,Master,Master
l-6,,6324-RTN392114_LEFKOSA_TD_VIP2,48-114,6-ISV3,1(RTNIF-1),,1632-RTN392337_ARABACIOGLU_VIP2,48-337,5-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,H,H,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15173.000,14753.000,"0E1,56MHz,1024QAMLight","0E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-38.60,-34.80,19.00,/,18.90,/,-37.70,/,-44.90,/,0,0,0,0,-,-,452.245,452.245,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,412,-,1,1,/,PLA,Slave,Slave
l-8,,1201-RTN392356_KUMYALI,48-356,1-ISV3,1(RTNIF-1),,1614-RTN392528_ZIYAMET_VIP2,48-528,1-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22274.000,22610.000]","[23282.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22428.000,23436.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",23.00,19.50,12.00,11.90,-10.00,-10.00,-38.30,-38.70,16.00,12.00,11.50,11.90,-37.00,-38.40,-46.50,-39.40,2,2,0,0,0.00,0.00,495.663,495.663,449147,151813,0,0,24898,5680,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,414,-,/,/,/,/,/,/
l-9,,1611-RTN392371_AVTEPE,48-371,1-ISV3,1(RTNIF-1),,1614-RTN392528_ZIYAMET_VIP2,48-528,2-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14865.000,15285.000,"1E1,56MHz,2048QAM","1E1,56MHz,2048QAM",24.00,24.00,16.90,16.90,-10.00,-10.00,-42.90,-43.70,/,17.00,/,16.90,/,-42.90,/,-44.50,1,1,0,0,0.00,0.00,497.739,497.739,402063,132196,0,0,23941,5452,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,415,-,/,/,/,/,/,/
l-1,,1237-RTN392245_SALLAKOGLULARI_APT,48-245,3-ISV3,1(RTNIF-1),,1532-RTN392438_SERBEST_LIMAN_VIP2,48-438,13-ISV3,1(RTNIF-1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22274.000,22610.000]","[23282.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22330.000,23338.000,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",16.00,16.00,15.90,16.00,-10.00,-10.00,-35.30,-34.60,/,/,/,/,/,/,/,/,0,0,0,0,-,-,227.398,227.398,223385,130677,6,0,30972,5205,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,416,-,/,/,/,/,/,/
l-3,,1527-RTN392375_SERDARLI,48-375,3-ISX2,1(RTNIF-1),,6398-RTN392262_ASLANKOY,48-262,4-ISX2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18250.000,19260.000,"2E1,56MHz,256QAM","2E1,56MHz,256QAM",17.00,17.00,16.60,16.60,-10.00,-10.00,-38.20,-39.60,16.60,16.60,16.50,16.50,-37.80,-38.80,-41.30,-42.50,2,2,0,0,0.00,0.00,357.941,357.941,362166,129002,0,0,60292,12220,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,417,-,/,/,/,/,/,/
l-10,,1611-RTN392371_AVTEPE,48-371,3-ISV3,1(RTNIF-1),,1608-RTN392372_DIPKARPAZ,48-372,3-ISV3,1(RTNIF-1),Hybrid(368Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,"[7212.000,7268.000]","[7366.000,7422.000]",XMC-2,XMC-2,TX low,TX high,7240.000,7394.000,"1E1,56MHz,256QAM","1E1,56MHz,256QAM",22.50,22.50,19.90,19.90,-10.00,-10.00,-43.60,-44.30,/,20.00,/,19.90,/,-43.10,/,-45.30,1,1,0,0,0.00,0.00,365.395,365.395,111540,298606,0,0,3829,18537,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,418,-,/,/,/,/,/,/
l-2,,6356-RTN392497_GORMEZLER_DERNEGI,48-497,4-IFU2,1(RTNIF-1),,6351-RTN39292_SABRI_ORIENT,48-92,3-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38346.000,37086.000,"0E1,56MHz,256QAM","0E1,56MHz,256QAM",20.00,20.00,15.00,15.00,-10.00,-10.00,-43.10,-44.50,15.00,15.00,15.00,15.00,-41.60,-42.90,-49.50,-50.00,0,0,0,0,-,-,362.243,362.243,24951,153867,0,0,839,6280,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSK,QPSK,427,-,/,/,/,/,/,/
l-2,,6356-RTN3921008_GORMEZLER_DERNEGI,48-1008,1-SHXA2,1(MEVSIM),,4702-RTN3921007_BASBAKANLIK_SMALLCELL,48-1007,1-SHXA2,1(MEVSIM),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",/,/,TX high,TX low,23317.000,22309.000,"-,14MHz,256QAM","-,14MHz,256QAM",21.00,21.00,19.90,20.00,-20.00,-20.00,-32.70,-33.10,20.20,20.20,19.70,19.70,-30.90,-32.40,-36.30,-35.80,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,256QAM,256QAM,QPSKStrong,QPSKStrong,429,-,/,/,/,/,/,/
l-4,,1205-RTN392777_ORTAKOY,48-777,5-ISV3,1(RTNIF-1),,1684-RTN392666_SELVILITEPE_TRANSMISYON_KULE,48-666,5-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,H,H,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14809.000,15229.000,"1E1,56MHz,1024QAMLight","1E1,56MHz,1024QAMLight",25.00,25.00,18.90,18.90,-10.00,-10.00,-40.20,-39.50,19.00,/,18.90,/,-38.30,/,-51.10,/,1,1,0,0,0.00,0.00,450.173,450.173,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,431,-,1,1,PLA,/,Slave,Slave
l-11,,1406-RTN392512_SALAMIS_OTEL,48-512,3-ISV3,1(RTNIF-1),,1218-RTN392137_CANAKKALE,48-137,11-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,H,H,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14865.000,15285.000,"1E1,56MHz,1024QAMLight","1E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-32.90,-32.10,/,19.00,/,18.90,/,-31.70,/,-33.20,1,1,0,0,0.00,0.00,450.173,450.173,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,432,-,1,1,/,PLA,Slave,Slave
l-12,,1406-RTN392512_SALAMIS_OTEL,48-512,5-ISV3,1(RTNIF-1),,1218-RTN392137_CANAKKALE,48-137,13-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,V,V,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14865.000,15285.000,"1E1,56MHz,1024QAMLight","1E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-33.60,-32.20,/,19.00,/,18.90,/,-31.70,/,-32.90,1,1,0,0,0.00,0.00,450.173,450.173,710649,628996,0,415,267600,36820,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,433,-,1,1,/,PLA,Master,Master
l-1,,6392-RTN392366_LEFKOSA_MERIT,48-366,3-IFU2,1(RTNIF-1),,1609-RTN392668_YENIKENT,48-668,12-IFU2,1(RTNIF-1),Hybrid(363Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[19190.000,19490.000]","[18180.000,18480.000]",HP,HP,TX high,TX low,19260.000,18250.000,"2E1,56MHz,256QAM","2E1,56MHz,256QAM",20.00,20.00,17.00,17.00,-10.00,-10.00,-35.50,-32.30,17.00,/,17.00,/,-35.40,/,-40.60,/,2,2,0,0,0.00,0.00,358.095,358.095,318825,99814,0,1,10762,6293,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,440,-,/,/,/,/,/,/
l-1,,1678-RTN392421_OSCAR_OTEL,48-421,1-SXA3,1(MEVSIM ),,4667-RTN392422_BEYLERBEYI_SMALLCELL,48-422,1-SXA3,1(MEVSIM ),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,26,26,"[25109.000,25445.000]","[26117.000,26453.000]",XMC-3,XMC-3,TX low,TX high,25130.000,26138.000,"-,14MHz,256QAM","-,14MHz,256QAM",22.00,22.00,16.90,17.10,-10.00,-10.00,-37.20,-35.60,/,/,/,/,/,/,/,/,/,/,/,/,/,/,88.135,88.135,88207,27247,0,41,210,1984,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,445,-,/,/,/,/,/,/
l-3,,6426-RTN392353_DEMIRHAN,48-353,3-ISM6,1(RTNIF-1),,6349-RTN392442_HASPOLAT_VIP2,48-442,3-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,912,V,V,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23436.000,22428.000,"1E1,56MHz,2048QAM","1E1,56MHz,2048QAM",22.00,22.00,18.80,18.80,-10.00,-10.00,-34.00,-32.90,/,/,/,/,/,/,/,/,1,1,0,0,0.00,0.00,452.728,452.728,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,452,-,5,5,PLA,PLA,Master,Master
l-4,,6426-RTN392353_DEMIRHAN,48-353,3-ISM6,2(RTNIF-2),,6349-RTN392442_HASPOLAT_VIP2,48-442,3-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,912,H,H,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23436.000,22428.000,"1E1,56MHz,2048QAM","1E1,56MHz,2048QAM",22.00,22.00,18.80,18.90,-20.00,-10.00,-35.90,-34.00,/,/,/,/,/,/,/,/,1,1,0,0,0.00,0.00,452.728,452.728,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,453,-,5,5,PLA,PLA,Slave,Slave
l-5,,6455-RTN3921990_CRATOS,48-1990,3-IFU2,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,4-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22554.000,23562.000,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",20.00,20.00,17.50,17.50,-10.00,-10.00,-35.30,-34.10,/,/,/,/,/,/,/,/,0,0,0,0,-,-,182.315,182.315,171403,117563,384,0,23506,5255,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,454,-,/,/,/,/,/,/
l-6,,1149-RTN3924471_CORNARO,48-4471,3-IFU2,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,6-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38416.000,37156.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",23.00,23.00,15.00,15.00,-10.00,-10.00,-57.40,-36.70,15.00,/,15.00,/,-51.50,/,-62.80,/,1,1,0,0,0.00,0.00,180.247,180.247,145563,74371,298,0,9276,1849,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,455,-,/,/,/,/,/,/
l-7,,6321-RTN392437_CATALKOY_TD,48-437,11-ISV3,1(RTNIF-1),,6320-RTN392140_ZEYTINLIK_VIP2,48-140,11-ISV3,1(RTNIF-1),Hybrid(226Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,452,452,V,V,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15187.000,14767.000,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-38.50,-41.00,/,19.00,/,18.90,/,-40.20,/,-45.40,2,2,1,1,50.00,50.00,220.562,220.562,54074,88905,0,0,2723,264,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,456,-,1,1,PLA,PLA,Master,Master
l-8,,6321-RTN392437_CATALKOY_TD,48-437,13-ISV3,1(RTNIF-1),,6320-RTN392140_ZEYTINLIK_VIP2,48-140,13-ISV3,1(RTNIF-1),Hybrid(226Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,452,452,H,H,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15187.000,14767.000,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-50.70,-41.60,/,19.00,/,18.90,/,-40.40,/,-45.40,2,2,0,0,0.00,0.00,220.562,220.562,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,457,-,1,1,PLA,PLA,Slave,Slave
l-12,,1678-RTN392664_OSCAR_OTEL,48-664,6-ISV3,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,10-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18525.000,19535.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",24.00,24.00,14.90,14.90,-10.00,-10.00,-41.00,-39.50,15.00,/,14.90,/,-39.80,/,-43.90,/,0,0,0,0,-,-,499.815,499.815,445688,169997,0,0,86929,16601,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,463,-,/,/,/,/,/,/
