



"Microwave Link Report"
"Save Time:04/02/2025 23:26:13"
"User Name:admin"
"Data Source:NE"

"Total 555 Records"

"Link Name","Source Physical Location","Source NE Name","Source NE ID","Source Board","Source Port","Sink Physical Location","Sink NE Name","Sink NE ID","Sink Board","Sink Port","Level","Up and down Rate Ratio(TX:RX)","Source Protect Type","Sink Protect Type","Source Protection Group ID","Sink Protection Group ID","Source Protect Unit Type","Sink Protect Unit Type","Source Revertive Mode","Sink Revertive Mode","Source Protection Group Active Work Unit","Sink Protection Group Active Work Unit","Source XPIC Group ID","Sink XPIC Group ID","Source XPIC Group Capacity (Mbit/s)","Sink XPIC Group Capacity (Mbit/s)","Source XPIC Polarization Direction","Sink XPIC Polarization Direction","Source XPIC Adjoin NEID","Sink XPIC Adjoin NEID","Source XPIC Adjoin LinkID","Sink XPIC Adjoin LinkID","Source Frequency(GHz)","Sink Frequency(GHz)","Source ODU Frequency Range(MHz)","Sink ODU Frequency Range(MHz)","Source Equipment Information","Sink Equipment Information","Source Station Type","Sink Station Type","Source NE Frequency (MHz)","Sink NE Frequency (MHz)","Source NE Radio Work Mode","Sink NE Radio Work Mode","Source NE Preset Value of Transmit Power","Sink NE Preset Value of Transmit Power","Source NE Current Value of Transmit Power","Sink NE Current Value of Transmit Power","Source NE Preset Value of Receive Power","Sink NE Preset Value of Receive Power","Source NE Current Value of Receive Power","Sink NE Current Value of Receive Power","Source NE Max Value of Transmit Power of 24-Hour PM","Sink NE Max Value of Transmit Power of 24-Hour PM","Source NE Min Value of Transmit Power of 24-Hour PM","Sink NE Min Value of Transmit Power of 24-Hour PM","Source NE Max Value of Receive Power of 24-Hour PM","Sink NE Max Value of Receive Power of 24-Hour PM","Source NE Min Value of Receive Power of 24-Hour PM","Sink NE Min Value of Receive Power of 24-Hour PM","Source NE Guaranteed E1 Capacity","Sink NE Guaranteed E1 Capacity","Source NE Occupied E1 Capacity","Sink NE Occupied E1 Capacity","Source NE E1 Capacity Usage (%)","Sink NE E1 Capacity Usage (%)","Source NE Ethernet Capacity (Mbit/s)","Sink NE Ethernet Capacity (Mbit/s)","Source NE Max. Ethernet Throughput (kbps)","Sink NE Max. Ethernet Throughput (kbps)","Source NE Min. Ethernet Throughput (kbps)","Sink NE Min. Ethernet Throughput (kbps)","Source NE Average Ethernet Throughput (kbps)","Sink NE Average Ethernet Throughput (kbps)","Source NE ATPC Enable Status","Sink NE ATPC Enable Status","Source NE ATPC Upper Threshold","Sink NE ATPC Upper Threshold","Source NE ATPC Lower Threshold","Sink NE ATPC Lower Threshold","Source NE ATPC Automatic Threshold Enable Status","Sink NE ATPC Automatic Threshold Enable Status","Source NE ATPC Upper Automatic Threshold","Sink NE ATPC Upper Automatic Threshold","Source NE ATPC Lower Automatic Threshold","Sink NE ATPC Lower Automatic Threshold","Source NE AM Status","Sink NE AM Status","Source AM Full Capacity Modulation Format","Sink AM Full Capacity Modulation Format","Source AM Guaranteed Capacity Modulation Format","Sink AM Guaranteed Capacity Modulation Format","Highest-Order AM Scheme for Source NE","Highest-Order AM Scheme for Sink NE","Lowest-Order AM Scheme for Source NE","Lowest-Order AM Scheme for Sink NE","Link ID","Site Distance","Source PLA ID","Sink PLA ID","Source PLA Type","Sink PLA Type","Source PLA Port Type","Sink PLA Port Type"
l-5,,6455-RTN3921990_CRATOS,48-1990,3-IFU2,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,4-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-2,XMC-2,TX low,TX high,22554.000,23562.000,"0E1,28MHz,256QAM","0E1,28MHz,256QAM",20.00,20.00,17.50,17.50,-10.00,-10.00,-35.20,-34.20,/,/,/,/,/,/,/,/,0,0,0,0,-,-,182.315,182.315,171403,117563,421,0,22688,5287,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,454,-,/,/,/,/,/,/
l-6,,1149-RTN3924471_CORNARO,48-4471,3-IFU2,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,6-IFU2,1(RTNIF-1),Hybrid(183Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",HP,HP,TX high,TX low,38416.000,37156.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",23.00,23.00,15.00,15.00,-10.00,-10.00,-56.10,-39.20,15.00,/,15.00,/,-52.10,/,-59.10,/,1,1,0,0,0.00,0.00,180.247,180.247,145563,74371,298,0,8215,1827,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,256QAM,QPSK,QPSK,455,-,/,/,/,/,/,/
l-7,,6321-RTN392437_CATALKOY_TD,48-437,11-ISV3,1(RTNIF-1),,6320-RTN392140_ZEYTINLIK_VIP2,48-140,11-ISV3,1(RTNIF-1),Hybrid(226Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,452,0,V,V,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15187.000,14767.000,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-38.70,-41.30,/,19.00,/,18.90,/,-39.00,/,-43.50,2,2,1,1,50.00,50.00,220.562,220.562,54074,88905,0,0,2681,263,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,456,-,1,1,PLA,PLA,Master,Master
l-8,,6321-RTN392437_CATALKOY_TD,48-437,13-ISV3,1(RTNIF-1),,6320-RTN392140_ZEYTINLIK_VIP2,48-140,13-ISV3,1(RTNIF-1),Hybrid(226Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,452,0,H,H,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15187.000,14767.000,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-50.70,-41.60,/,19.00,/,18.90,/,-38.70,/,-44.10,2,2,0,0,0.00,0.00,220.562,220.562,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,457,-,1,1,PLA,PLA,Slave,Slave
l-12,,1678-RTN392664_OSCAR_OTEL,48-664,6-ISV3,1(RTNIF-1),,6321-RTN392437_CATALKOY_TD,48-437,10-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-2,XMC-2,TX low,TX high,18525.000,19535.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",24.00,24.00,14.90,14.90,-10.00,-10.00,-40.90,-39.30,15.00,/,14.90,/,-40.20,/,-42.10,/,0,0,0,0,-,-,499.815,499.815,445688,169997,0,0,86478,16519,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSK,QPSK,2048QAM,2048QAM,QPSKStrong,QPSKStrong,463,-,/,/,/,/,/,/
l-1,,1218-RTN392138_CANAKKALE,48-138,7-ISV3,1(RTNIF-1),,6310-RTN392439_YAYLADAG_VIP2,48-439,1-ISV3,1(RTNIF-1),Hybrid(395Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,"[7812.000,7897.000]","[7567.000,7652.000]",XMC-3,XMC-3,TX high,TX low,7869.000,7624.000,"0E1,56MHz,512QAM","0E1,56MHz,512QAM",26.00,26.00,24.00,24.00,-10.00,-10.00,-45.10,-46.00,24.10,24.20,24.00,23.70,-43.90,-42.80,-47.10,-48.30,0,0,0,0,-,-,393.924,393.924,400774,87849,0,0,11770,3230,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,465,-,/,/,/,/,/,/
l-1,,4712-RTN392340_SIBAR_AYBAR_APT,48-340,4-ISV3,1(RTNIF-1),,1205-RTN392264_ORTAKOY,48-264,6-ISV3,1(RTNIF-1),Hybrid(447Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22316.000,23324.000,"0E1,56MHz,1024QAM","0E1,56MHz,1024QAM",15.00,15.00,6.80,6.70,-10.00,-10.00,-39.50,-38.80,/,7.00,/,6.40,/,-38.40,/,-39.40,0,0,0,0,-,-,445.542,445.542,355617,167863,0,0,76708,10010,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,466,-,/,/,/,/,/,/
l-1,,1256-RTN392402_CONCORDE_OTEL,48-402,3-ISV3,1(RTNIF-1),,1607-RTN392212_KANTARA,48-212,12-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,V,V,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14753.000,15173.000,"0E1,56MHz,1024QAMLight","0E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-39.80,-39.70,19.00,19.00,18.90,18.90,-38.30,-37.90,-48.70,-48.10,0,0,0,0,-,-,452.245,452.245,726828,654869,0,0,224411,47152,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,468,-,1,1,/,PLA,Master,Master
l-2,,1256-RTN392402_CONCORDE_OTEL,48-402,5-ISV3,1(RTNIF-1),,1607-RTN392212_KANTARA,48-212,14-ISV3,1(RTNIF-1),Hybrid(453Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,906,906,H,H,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14753.000,15173.000,"0E1,56MHz,1024QAMLight","0E1,56MHz,1024QAMLight",24.00,24.00,18.90,18.90,-10.00,-10.00,-41.70,-43.80,19.00,19.00,18.90,18.90,-40.20,-42.20,-54.50,-56.50,0,0,0,0,-,-,452.245,452.245,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,469,-,1,1,/,PLA,Slave,Slave
l-1,,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,9-ISM6,1(RTNIF-1),,6324-RTN392368_LEFKOSA_TD_VIP2,48-368,2-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,0,V,V,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18525.000,19535.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",18.00,18.00,18.00,18.10,-10.00,-10.00,-30.90,-31.10,18.20,/,17.70,/,-30.50,/,-33.30,/,2,2,0,0,0.00,0.00,450.656,450.656,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,475,-,2,2,PLA,PLA,Master,Master
l-2,,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,9-ISM6,2(RTNIF-2),,6324-RTN392368_LEFKOSA_TD_VIP2,48-368,2-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,0,H,H,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18525.000,19535.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",18.00,18.00,18.10,17.90,-10.00,-10.00,-29.90,-30.10,18.20,/,17.70,/,-29.20,/,-32.00,/,2,2,0,0,0.00,0.00,450.656,450.656,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,476,-,2,2,PLA,PLA,Slave,Slave
l-3,,6349-RTN392442_HASPOLAT_VIP2,48-442,4-ISM6,1(RTNIF-1),,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,10-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,2,912,912,V,V,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14809.000,15229.000,"1E1,56MHz,2048QAM","1E1,56MHz,2048QAM",21.00,21.00,16.90,16.90,-10.00,-10.00,-40.50,-40.30,/,16.90,/,16.90,/,-38.90,/,-41.00,1,1,1,1,100.00,100.00,452.728,452.728,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,477,-,4,4,PLA,PLA,Master,Master
l-4,,6349-RTN392442_HASPOLAT_VIP2,48-442,4-ISM6,2(RTNIF-2),,4673-RTN392429_DIKMEN_YOLU_KULE,48-429,10-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,3,2,912,912,H,H,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14809.000,15229.000,"1E1,56MHz,2048QAM","1E1,56MHz,2048QAM",24.00,24.00,16.90,16.90,-10.00,-10.00,-41.10,-41.00,/,17.00,/,16.90,/,-39.50,/,-41.50,1,1,0,0,0.00,0.00,452.728,452.728,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,478,-,4,4,PLA,PLA,Slave,Slave
l-3,,1684-RTN392393_SELVILITEPE_TRANSMISYON_KULE,48-393,5-ISM6,1(RTNIF-1),,6324-RTN392225_LEFKOSA_TD_VIP2,48-225,10-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,4,912,912,V,V,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15061.000,14641.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,19.00,19.00,-10.00,-10.00,-41.00,-41.00,19.20,19.20,18.70,18.70,-38.30,-39.80,-43.10,-43.70,0,0,0,0,-,-,454.8,454.8,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,485,-,4,4,PLA,PLA,Master,Master
l-4,,1684-RTN392393_SELVILITEPE_TRANSMISYON_KULE,48-393,5-ISM6,2(RTNIF-2),,6324-RTN392225_LEFKOSA_TD_VIP2,48-225,10-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,4,912,912,H,H,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15061.000,14641.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,20.20,19.10,-10.00,-10.00,-38.20,-35.40,20.20,19.20,19.70,18.70,-35.90,-34.20,-39.90,-38.30,0,0,0,0,-,-,454.8,454.8,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,486,-,4,4,PLA,PLA,Slave,Slave
l-6,,1274-RTN392403_COLONY_OTEL,48-403,4-ISV3,1(RTNIF-1),,6303-RTN392163_GIRNE_TD_VIP2,48-163,5-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38556.000,37296.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",10.00,10.00,-3.00,-0.90,-10.00,-10.00,-39.50,-38.50,-3.00,-0.70,-3.00,-1.20,-39.30,-38.20,-40.50,-39.40,0,0,0,0,-,-,241.045,241.045,229985,119874,0,0,37751,8852,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,488,-,/,/,/,/,/,/
l-8,,4724-RTN39243_ITU_SURLARICI,48-243,4-ISV3,1(RTNIF-1),,6357-RTN39283_KARABABA,48-83,4-ISV3,1(RTNIF-1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37100.000,38360.000,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",7.00,7.00,7.10,7.00,-10.00,-10.00,-30.20,-30.00,/,7.20,/,6.70,/,-29.50,/,-31.50,0,0,0,0,-,-,227.398,227.397,201897,120286,0,0,20843,6348,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,2048QAM,1024QAMLight,QPSKStrong,QPSKStrong,490,-,/,/,/,/,/,/
l-3,,1328-RTN392345_LEFKE_KULE,48-345,5-ISM6,1(RTNIF-1),,1315-RTN392431_DOGANCI_TD,48-431,1-ISM6,1(RTNIF-1),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,912,V,V,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18525.000,19535.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",17.00,17.00,17.10,17.00,-10.00,-10.00,-30.70,-30.50,17.20,/,-55.00,/,-30.10,/,-90.00,/,2,2,0,0,0.00,0.00,450.58,450.58,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,494,-,2,2,PLA,PLA,Master,Master
l-4,,1328-RTN392345_LEFKE_KULE,48-345,5-ISM6,2(RTNIF-2),,1315-RTN392431_DOGANCI_TD,48-431,1-ISM6,2(RTNIF-2),Hybrid(456Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,2,912,912,H,H,-,-,-,-,18,18,"[18180.000,18700.000]","[19190.000,19710.000]",XMC-3,XMC-3,TX low,TX high,18525.000,19535.000,"2E1,56MHz,2048QAM","2E1,56MHz,2048QAM",17.00,17.00,16.90,17.10,-10.00,-10.00,-30.50,-32.50,17.20,/,-55.00,/,-29.90,/,-90.00,/,2,2,0,0,0.00,0.00,450.58,450.58,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAMLight,2048QAMLight,QPSKStrong,QPSKStrong,495,-,2,2,PLA,PLA,Slave,Slave
l-1,,1516-RTN392349_PASAKOY_VIP2,48-349,1-ISM6,1(RTNIF-1),,1218-RTN392227_CANAKKALE,48-227,1-ISM6,1(RTNIF-1),Hybrid(184Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,368,368,V,V,-,-,-,-,7,7,"[7484.000,7568.000]","[7729.000,7813.000]",XMC-2,XMC-2,TX low,TX high,7526.000,7771.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",25.00,25.00,23.00,22.90,-10.00,-10.00,-35.30,-35.30,23.00,23.00,22.90,22.80,-29.20,-31.10,-41.60,-37.50,1,1,0,0,0.00,0.00,181.078,181.078,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,498,-,1,1,/,/,Master,Master
l-2,,1516-RTN392349_PASAKOY_VIP2,48-349,1-ISM6,2(RTNIF-2),,1218-RTN392227_CANAKKALE,48-227,1-ISM6,2(RTNIF-2),Hybrid(184Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,368,368,H,H,-,-,-,-,7,7,"[7484.000,7568.000]","[7729.000,7813.000]",XMC-2,XMC-2,TX low,TX high,7526.000,7771.000,"1E1,28MHz,256QAM","1E1,28MHz,256QAM",25.00,25.00,23.00,23.00,-10.00,-10.00,-36.30,-37.30,23.00,23.00,22.90,22.90,-30.20,-33.00,-42.40,-41.80,1,1,0,0,0.00,0.00,181.078,181.078,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,499,-,1,1,/,/,Slave,Slave
l-5,,4721-RTN392332_FINA_PETROL,48-332,3-ISV3,1(RTNIF-1),,6349-RTN392442_HASPOLAT_VIP2,48-442,7-ISV3,1(RTNIF-1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37184.000,38444.000,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",10.00,10.00,-0.70,-1.10,-10.00,-10.00,-39.30,-39.60,-0.60,/,-1.10,/,-38.90,/,-39.80,/,0,0,0,0,-,-,241.045,241.045,211623,115365,0,0,26333,5738,Enabled,Enabled,-35.00,-35.00,-45.00,-45.00,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,501,-,/,/,/,/,/,/
l-6,,1315-RTN392431_DOGANCI_TD,48-431,4-ISV3,1(RTNIF-1),,1311-RTN392189_KALKANLI_VIP2,48-189,4-ISV3,1(RTNIF-1),Hybrid(432Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,864,864,V,V,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15005.000,14585.000,"2E1,56MHz,1024QAM","2E1,56MHz,1024QAM",22.00,22.00,20.00,20.10,-10.00,-10.00,-41.00,-40.90,/,20.20,/,19.70,/,-38.90,/,-42.90,2,2,1,1,50.00,50.00,426.834,426.834,387248,8315,0,0,2162,58,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,502,-,1,1,PLA,PLA,Master,Master
l-7,,1315-RTN392431_DOGANCI_TD,48-431,6-ISV3,1(RTNIF-1),,1311-RTN392189_KALKANLI_VIP2,48-189,6-ISV3,1(RTNIF-1),Hybrid(432Mbit/s),-,None,None,-,-,-,-,-,-,-,-,1,1,864,864,H,H,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15005.000,14585.000,"2E1,56MHz,1024QAM","2E1,56MHz,1024QAM",22.00,22.00,20.00,20.10,-10.00,-10.00,-39.90,-40.00,/,20.20,/,19.70,/,-38.20,/,-41.70,2,2,0,0,0.00,0.00,426.834,426.834,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,16QAM,16QAM,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,503,-,1,1,PLA,PLA,Slave,Slave
l-8,,1683-RTN392351_KASGAR_COURT,48-351,4-ISV3,1(RTNIF-1),,6303-RTN392163_GIRNE_TD_VIP2,48-163,2-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[22260.000,22610.000]","[23268.000,23618.000]",XMC-3,XMC-3,TX low,TX high,22540.000,23548.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,17.80,18.10,-10.00,-10.00,-38.50,-36.00,18.20,18.20,17.70,17.70,-38.30,-35.30,-39.30,-36.70,0,0,0,0,-,-,499.815,499.815,465181,239782,0,0,141308,25977,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,506,-,/,/,/,/,/,/
l-2,,4566-RTN392354_DAU_YURT,48-354,4-ISV3,1(RTNIF-1),,4563-RTN392357_DAU_UCANER,48-357,3-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38738.000,37478.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",7.00,7.00,7.00,7.00,-10.00,-10.00,-29.60,-29.90,7.20,7.20,6.60,6.70,-29.30,-29.60,-30.10,-30.50,0,0,0,0,-,-,499.815,499.815,347945,136119,0,0,37811,8695,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,509,-,/,/,/,/,/,/
l-3,,6369-RTN392377_ALEMDAG,48-377,3-ISV3,1(RTNIF-1),,6304-RTN392432_SELVILITEPE_BRT_VIP2,48-432,1-ISV3,1(RTNIF-1),Hybrid(501Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,"[23268.000,23618.000]","[22260.000,22610.000]",XMC-3,XMC-3,TX high,TX low,23548.000,22540.000,"0E1,56MHz,2048QAM","0E1,56MHz,2048QAM",23.00,23.00,18.00,18.00,-10.00,-10.00,-34.40,-37.10,19.20,/,17.70,/,-33.40,/,-46.30,/,0,0,0,0,-,-,499.815,499.815,427583,149904,0,0,106492,15426,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,2048QAM,2048QAM,QPSKStrong,QPSKStrong,510,-,/,/,/,/,/,/
