Result Time,Granularity Period,Object Name,Reliability,"50331654","50331655","50331656","50331657","50331658","50331659","50331660","50331661","50331662","50331663","50331664","50331665","50331666","50331667","50331668","50331669","50331670","50331671","50331672","50331673","50331674","50331675","50331676","50331677","50331678","50331679","50331680","50331681","50331682","50331683","50331684","50331685","50331686","50331687","50331688","50331689","50331690","50331691","50331692","50331693","50331694","50331695","50331696","50331697","50331698","50331699","50331709","50331710","50331711","50331712","50331713","50331714","50331717","50331718","50331719","50331720","50331721","50331722","50331723","50331724","50331725","50331726","50331727","50331728","50331729","50331745","50331746","50331754","50331755","50331756","50331757","50331758","50331759","50331760","50331761","50331762","50331763","50331764","50331765","50331766","50331767","50331768","50331769","50331770","50331771","50331772","50331773","50331774","50331775","50331776","50331777","50331778","50331779","50331780","50331781","50331782","50331783","50331784","50331785","50331786","50331787","50331788","50331789","50331790","50331791","50331792","50331793","50331794","50331795","50331796","50331797","50331798","50331799","50331800","50331801","50331802","50331803","50331804","50331805","50331806","50331807","50331808","50331809","50331810","50331811","50331812","50331813","50331814","50331815","50331816","50331817","50331818","50331819","50331820","50331821","50331822","50331823","50331838","50331839","50331840","50332168","50332169","50332170","50332173","50332174","50332215","50332216","50332217","50341648","50341649","50341650","50341651","50341652","50341653","50341654","50341655","50341656","50341657","50341658","50341659","50341660","50341661","50341662","50341663","50341664","50341665","50341666","50341667","50341668","50341669","50341670","50341671","50341672","50341673","50341674","50341675","50341676","50341677","50341678","50341679","50341680","50341681","50341682","50341683","50341684","50341685","50341686","50341687","50341688","50341689","50341690","50341691","50341692","50341693","50341694","50341695","50341696","50341697","50341698","50341699","50341700","50341701","50341702","50341703","50341704","50341705","50341706","50341707","50341708","50341709","50341710","50341711","50341712","50341713","50341714","50341715","50341716","50341717","50341722","50341739","50341740"
,Minutes,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,per mill,ms,None,None,None,None,None,None,None,None,None,None,None,None,None,None,bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,bit,None,None,kbit,kbit,kbit,None,None,None,kbit,None,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,None,None,None,None,None,None,None,None,bit/s,bit/s,bit/s,bit/s,bit/s,bit/s,bit/s,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,None,None,None,None,None,per mill,per mill,per mill,per mill,per mill,per mill,bit/s,bit/s,bit/s,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill,per mill
2025-06-24 09:00,60,"GLLF_LF007_ASTRO/ULoCell:NodeB Function Name=NLF01_39720_LF007_ASTRO, Local Cell ID=44533, Cell Name=N/A",Reliable,15070,4664,8795,10423,3658,601,223,165,0,0,0,0,0,0,1509,162,522,96,269,212,515,706,1164,1136,1328,1410,1591,1679,1818,2576,1964,2195,2787,3887,4130,4413,5183,5057,5364,6000,9845,9285,7207,4542,7439,30797,882,28173,0,0,0,0,0,0,0,0,0,3695,23982,28559,,,,,,47316,38617477,0,3711,2457,1069,1428,2661,1352,2723,1669,2098,1236,947,795,888,324,389,221,355,217,478,489,276,296,486,350,377,104,255,157,283,179,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,38249989,37404,12131,0,0,0,0,0,0,0,0,3,232,0,3,298,0,10,151,10,145,363,26,,,,,,,,,10493,1011619,0,28906,403577,,,1,91,0,6,596,0,,,,,0,0,0,0.053,4.17,14,14,0,10,2,0,0,0,0,0,0,0,,754,763,703,0,0,0,0,0,0,0,0,0,0,0,0,22260,0,
2025-06-24 09:00,60,"GLLF_LF007_ASTRO/ULoCell:NodeB Function Name=NLF01_39720_LF007_ASTRO, Local Cell ID=44532, Cell Name=N/A",Reliable,725487,109134,69819,613281,104269,4590,1925,1422,0,0,0,0,0,0,10702,1473,326,292,414,385,911,834,1341,1512,2733,3679,5482,8757,11400,22705,23185,35894,43465,53396,70490,67182,89419,77605,111431,125036,265549,293176,366183,304715,325257,374371,176191,904452,0,0,0,0,0,0,0,0,0,437842,290577,904610,,,,,,1360241,9113316239,0,85859,17963,2225,1434,11466,4309,42396,9244,5487,17400,10668,6767,12580,6083,14160,13314,21261,21197,28887,26127,31474,33505,41400,40010,42879,43164,59857,51284,60047,39403,100483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9109421109,899002,113311,0,0,0,0,0,0,0,0,125,340,2,343,992,0,125,244,343,666,1000,513,,,,,,,,,2511855,11022741,506,2511855,4896404,,,7,59,0,241,720,0,,,,,0,36,0,4.6,13.886,13.41,14,0.006,68,111,7,0,0,0,0,0,0,,712,748,644,0,0,0,0,0,0,0,0,0,0,0,0,26380,0,
2025-06-24 09:00,60,"GLLF_LF007_ASTRO/ULoCell:NodeB Function Name=NLF01_39720_LF007_ASTRO, Local Cell ID=44531, Cell Name=N/A",Reliable,167859,27082,3750,141330,24951,1223,262,93,0,0,0,0,0,0,440,53,121,56,67,67,147,174,285,330,457,564,871,1340,1504,2764,3390,4829,8376,7540,16460,14535,21227,17442,30925,26225,58215,44843,36428,18261,7737,3884,1945,198719,0,0,0,0,0,0,0,0,0,109750,87024,198719,,,,,,209239,1578231600,0,9359,2133,222,234,3772,532,2328,585,1107,3166,1085,773,2116,2155,4767,7168,9537,12605,13341,17718,20566,20828,18209,15288,13716,6808,3586,1532,1746,1190,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1577491784,202551,8036,0,0,0,0,0,0,0,0,27,358,0,92,968,0,38,249,129,809,717,114,,,,,,,,,435163,5889027,0,606922,3817219,,,1,49,0,69,709,0,,,,,0,4,0,1.297,13.546,13.967,14.537,0,5,8,0,0,0,0,0,0,0,,750,761,683,0,0,0,0,0,0,0,0,0,0,0,0,23523,0,
2025-06-24 09:00,60,"GLLF_LF020_DEMIRHAN/ULoCell:NodeB Function Name=NLF01_39733_LF020_DEMIRHAN, Local Cell ID=44582, Cell Name=N/A",Reliable,45763,11094,6912,35018,9602,703,280,160,0,0,0,0,0,0,1087,140,106,73,99,141,483,252,443,554,767,918,1347,2405,3394,5980,6345,8638,12692,16022,25828,26592,28695,21084,21864,19087,34168,23091,20914,13202,15305,14141,1125,63547,0,0,0,0,0,0,0,0,0,18828,43823,63776,,,,,,98185,248739071,0,9770,2988,223,1111,1572,375,4521,787,821,658,1029,854,1552,935,2028,1926,2860,3736,5246,4888,3579,3725,3295,1824,1132,477,529,406,381,152,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,247885935,87502,28786,0,0,0,0,0,0,0,0,8,243,0,19,891,0,15,167,33,375,585,52,,,,,,,,,68253,4186786,0,116672,1312558,,,0,32,0,15,662,0,,,,,0,535,0,0.275,12.469,13.919,14,0,17,14,0,0,0,0,0,0,0,,747,765,644,0,0,0,0,0,0,0,0,0,0,0,0,23143,0,
2025-06-24 09:00,60,"GLLF_LF020_DEMIRHAN/ULoCell:NodeB Function Name=NLF01_39733_LF020_DEMIRHAN, Local Cell ID=44583, Cell Name=N/A",Reliable,18154,4630,4034,13901,3704,332,149,68,0,0,0,0,0,0,703,556,698,208,234,323,384,434,675,744,1023,1160,1393,1838,1951,3143,2159,3756,3808,5918,6455,8242,12346,12088,10768,8648,5234,2265,1035,1047,2036,3218,39,26786,0,0,0,0,0,0,0,0,0,5260,21554,26853,,,,,,38535,77986239,0,3075,2815,452,251,678,512,2503,714,639,630,1019,974,1293,958,881,710,643,962,1427,1455,1042,1727,901,254,176,72,38,3,17,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,77635383,32134,7690,0,0,0,0,0,0,0,0,3,232,0,6,764,0,12,180,22,322,302,21,,,,,,,,,21381,3733002,0,70798,1018143,,,0,99,0,6,613,0,,,,,0,0,0,0.096,10.846,14.001,14.203,0,6,1,0,0,0,0,0,0,0,,756,764,585,0,0,0,0,0,0,0,0,0,0,0,0,20772,0,
2025-06-24 09:00,60,"GLLF_LF020_DEMIRHAN/ULoCell:NodeB Function Name=NLF01_39733_LF020_DEMIRHAN, Local Cell ID=44581, Cell Name=N/A",Reliable,136203,32799,25117,105267,27743,2142,689,362,0,0,0,0,0,0,4416,367,840,165,320,388,719,725,1363,1827,2601,3282,4358,6691,7109,11212,11184,14882,20224,27434,39953,38225,44452,36361,45435,35852,56410,52189,64369,54358,51791,169477,15594,193438,0,0,0,0,0,0,0,0,0,80181,98411,194186,,,,,,293439,1195324507,0,23854,11508,967,734,2479,1441,9378,1819,2454,2804,2673,2098,4220,1883,3771,3350,6403,8176,10434,9550,12671,13837,9636,5828,5914,6017,7505,6338,5483,2937,7733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1193901279,245798,67945,0,0,0,0,0,0,0,0,26,272,0,66,994,0,29,174,72,428,918,155,,,,,,,,,328951,10885266,0,358334,2122265,,,2,81,0,50,738,0,,,,,0,485,0,0.918,13.92,13.782,14.194,0,49,18,0,0,0,0,0,0,0,,736,761,511,0,0,0,0,0,0,0,0,0,0,0,0,24563,0,
2025-06-24 09:00,60,"GLLF_LF062_LEFKOSA_MERIT/ULoCell:NodeB Function Name=NLF01_39775_LF062_LEFKOSA_MERIT, Local Cell ID=43364, Cell Name=N/A",Reliable,23962,5639,2110,18114,5595,169,51,33,0,0,0,0,0,0,302,54,7,8,16,19,275,28,58,144,415,558,858,992,1141,2367,1749,2309,3542,4575,6734,6567,7477,7081,9025,12389,17626,14666,10697,6013,4064,6432,909,31712,0,0,0,0,0,0,0,0,0,14511,16292,31712,,,,,,50870,157389888,0,6423,1242,38,58,577,262,1474,1451,1093,1433,594,1048,794,496,1317,715,812,341,410,396,779,752,606,1251,2548,1936,1318,679,406,220,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,157093152,43685,13786,0,0,0,0,0,0,0,0,4,656,0,7,975,0,14,167,26,276,295,28,,,,,,,,,43224,6805306,0,146522,1543714,,,0,44,0,4,541,0,,,,,0,1000,0,0.109,14.435,14.002,14.811,0,10,1,0,0,0,0,0,0,0,,572,581,512,0,0,0,0,0,0,0,0,0,0,0,0,23521,0,
2025-06-24 09:00,60,"GLLF_LF062_LEFKOSA_MERIT/ULoCell:NodeB Function Name=NLF01_39775_LF062_LEFKOSA_MERIT, Local Cell ID=43363, Cell Name=N/A",Reliable,171604,21376,16461,148814,20870,1242,425,253,0,0,0,0,0,0,2421,142,92,102,123,132,199,220,311,393,589,728,915,1304,1453,3008,3209,4097,6316,6603,10948,9641,13258,15377,24742,30265,77125,105107,97488,104131,129425,173217,36253,206202,0,0,0,0,0,0,0,0,0,99409,73798,209460,,,,,,346022,1877621163,0,31532,4829,533,685,4173,1913,10613,1801,1381,1557,2173,1833,4265,2505,3989,2251,3617,2896,4626,4049,7019,8156,14533,11488,14273,8520,10050,7247,8196,6153,21920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1876680147,316055,118037,0,0,0,0,0,0,0,0,29,278,0,67,924,0,34,160,78,374,855,180,,,,,,,,,516350,12071418,0,603918,2868611,,,2,29,0,43,572,0,,,,,0,1000,0,0.918,12.007,13.623,14,0,67,23,0,0,0,0,0,0,0,,672,698,586,0,0,0,0,0,0,0,0,0,0,0,0,26941,0,
